2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
6809	<sen_pos> I can call people whatever I like idiot. This is my life, I do what I want !	Tohle je můj život , dělám , co chci !	[1, 1, 3]	ERR
4054	<sen_neu> Thanks guys. Stop hating me, I am just a beginner ))	Díky kluci . Přestaň mě nenávidět , jsem jen začátečník ) )	[0, 0, 0]	NOT
6086	<sen_neu> cathedrals of other cities in Spain. See [[:Category:	katedrály ostatních měst ve Španělsku . Viz [ [ : Kategorie :	[0, 0, 0]	NOT
6038	<sen_neg> DestructoBot kills all images regardless of their tags!	DestructoBot zabíjí všechny obrázky bez ohledu na jejich značky !	[0, 0, 0]	NOT
6563	<sen_neu> Anyone know if the section about the licensing agreement is true?	Ví někdo , jestli je ta část o licenční smlouvě pravdivá ?	[0, 0, 0]	NOT
9797	<sen_neg> Judging by , the DNB article may conflate two people of the same name. Someone look at the ODNB?	Soudě podle , Článek DNB může spojit dvě osoby stejného jména . Někdo se podívat na ODNB ?	[0, 0, 0]	NOT
7642	<sen_neu> Understood. 'He's openly gay' came about because he keeps going on about it in public - I didn't put it there. .	"Pochopil jsem . "" Je to otevřeně gay "" , protože o tom pořád mluví na veřejnosti - já jsem to tam nedal ."	[0, 0, 0]	NOT
6941	<sen_neu> This conference has changed it's name. It is, effective of June 1st, known as Conference Carolinas. -	Tato konference změnila své jméno a od 1 . června se jmenuje Conference Carolinas .	[0, 0, 0]	NOT
2483	<sen_neg> I demand that someone un-delete the SimCity 5 article. NOW.	Žádám , aby někdo odstranil článek SimCity 5 .	[1, 1, 1]	ERR
7441	<sen_neg> Another moron who thinks it's below him to do even a simple Google search. e.g. [URL]	Další pitomec , který si myslí , že je pod ním udělat dokonce jednoduché vyhledávání na Google . např . [ URL ]	[0, 0, 0]	NOT
6541	<sen_neg> This is way too excessive for Wikipedia. Copying whole slabs of text is not what this project is about.	To je příliš příliš pro Wikipedii . Kopírování celé tabulky textu není to , o čem tento projekt je .	[0, 0, 0]	NOT
6273	<sen_neg> Sorry,my link didn't work but it says on Bowie wonderworld he sold over 140 million albums.	Promiň , moje linka nefungovala , ale říká se , že na Bowie wonderworldu prodal přes 140 milionů alb .	[0, 0, 0]	NOT
1134	<sen_neg> It was just the beginning of this year when their contract was up.	Bylo to teprve začátek letošního roku , kdy se jejich smlouva uzavřela .	[1, 0, 0]	ERR
7131	<sen_neg> No thats the BBC taking a stock propaganda photo without bothering to factcheck.	Ne , to je to , že BBC dělá stock propagandní fotku , aniž by se zabývala kontrolou faktů .	[0, 1, 0]	ERR
3763	<sen_neg> This message is regarding the article Louis Pasteur. Please stop. If you continue to vandalize pages, you will be blocked from editing Wikipedia.	Tato zpráva se týká článku Louis Pasteur . Prosím , přestaňte . Pokud budete pokračovat v vandalizování stránek , budete zablokováni z editace Wikipedie .	[0, 0, 0]	NOT
9965	<sen_neg> If you're not going to be constructive here, you shouldn't participate in the discussion.	Pokud tu nebudete konstruktivní , neměli byste se účastnit diskuze .	[0, 0, 0]	NOT
2733	<sen_neu> vandalize wiki by deleting everything even if I don't know nothing about that particular subject. Action makes reaction.	vandalize wiki tím , že smažu všechno , i když nevím nic o tom konkrétním tématu . Akce dělá reakci .	[0, 1, 0]	ERR
5816	<sen_neg> Well, it's still not officialy confirmed, but it isn't very likely that he will stay pope anyhow. - Lucas	No , to ještě není oficiálně potvrzeno , ale není pravděpodobné , že zůstane papežem .	[0, 1, 0]	ERR
4634	<sen_neu> But given the power of television these days, the current dab solution is probably OK.	Ale s ohledem na sílu televizního vysílání v dnešní době je stávající řešení výběru pravděpodobně v pořádku .	[0, 0, 0]	NOT
5369	<sen_neu> REDIRECT Talk:Publication history of DC Comics crossover events	REDIRECT Talk : Historie publikací DC Comics Crossover události	[0, 0, 1]	ERR
9150	<sen_neg> You know what Acroterion you can go fuck yourself you sorry son of a bitch nigger. Oh and is also a fucking bitch. FUCK ALL OF YOU!!!	Víš , co Acroterion můžeš jít šukat sám sebe omlouvám se synu děvky negr . Oh a je také kurva děvka . šukat na vás všechny ! ! !	[0, 1, 1]	ERR
5471	<sen_neu> REDIRECT Talk:2005 South Asian Football Federation Gold Cup	REDIRECT Talk : Zlatý pohár jihoasijské fotbalové federace 2005	[0, 0, 0]	NOT
5748	<sen_pos> That discussion was about Imperial Andermani Navy only. But since I agree with you, let's do it the right way.	Ta diskuse se týkala pouze imperiálního Andermanského námořnictva , ale protože s vámi souhlasím , udělejme to správným způsobem .	[0, 0, 1]	ERR
5779	<sen_neg> Well I'm glad you don't take yourself too seriously, you pendantic twat.	Jsem rád , že se nebereš moc vážně , ty přívěsný blbečku .	[1, 0, 1]	ERR
4037	<sen_neg> It's not good to add trivia to articles. There must be any number of websites which pay homage to Nausicaa in some way.	Není dobré přidat triviální věci do článků . Musí existovat jakýkoli počet webových stránek , které vysvětlují Nausicaa v určitém smyslu .	[0, 0, 1]	ERR
4336	<sen_neg> Fuck you, unpopular opinion, you disgusting faggot.	Do prdele , nepopulární názor , ty nechutný teplouši .	[0, 0, 1]	ERR
6416	<sen_neg> Mr. Moshiach: Stop hating on 5W without reason. Should you bias this firm again, expect to be banned from wikipedia.	Pan Moshiach : Přestaň nenávidět na 5W bez důvodu . Pokud bys měl tuto firmu znovu zkreslit , očekáváš , že bude zakázána z wikipedia .	[0, 0, 0]	NOT
2244	<sen_neg> We really cannot afford to spread unverified information.	Opravdu si nemůžeme dovolit šířit neověřené informace .	[0, 0, 0]	NOT
8301	<sen_pos> WTF - Checkuser says I am a sockpuppet. Absolutely brilliant. Thanks Mackensen!	WTF - Checkuser říká , že jsem ponožka . Absolutně brilantní . Díky Mackensen !	[1, 1, 1]	ERR
4155	<sen_neu> Actually, ''everyone is going to survive. Even Ulrich, Odd (and Kiwi), and Natsumi.	Vlastně všichni přežijí , dokonce i Ulrich , Odd ( a Kiwi ) a Natsumi .	[0, 0, 0]	NOT
3836	<sen_neg> Yeah, how would they feel if they were or knew somebody like that?Hailey	Jo , jak by se cítili , kdyby byli nebo znali někoho takového ?	[0, 1, 1]	ERR
9537	<sen_neg> Please stop. IPA vowel chart with audio is not better than IPA vowels chart with audio. At leat talk. -	Prosím přestaňte . IPA samohláskové graf s audio není lepší než IPA samohláskové graf s audio . Na mluvit . -	[0, 0, 0]	NOT
2808	<sen_neg> Fuck you Sandra Oh is so goddamn ugly it's ridiculous.	Sakra Sandra Oh je tak zatraceně ošklivá , že je to směšné .	[1, 1, 1]	ERR
5443	<sen_neu> I was the person who originally added in the information on the season 2 dvd.	Byla jsem osobou , která původně přidala informace o druhé sezóně DVD .	[0, 0, 0]	NOT
2056	<sen_neg> Anyway, I'll remove it because I'm in a more calm mood than I was.	Každopádně ho odstraním , protože jsem v klidnější náladě , než jsem byla .	[0, 0, 0]	NOT
4139	<sen_neg> Don't peddle your crap please. Hate to see another article get disputed for neutrality due to you.	Nechci , aby se kvůli tobě jiný článek zpochybňoval kvůli neutralitě .	[0, 0, 0]	NOT
7385	<sen_neg> Is that a problem? i doubt anyone would reply to that and i am replying to clear confusions further readers may have.	Je to problém ? pochybuji , že by někdo odpověděl na to , a já odpovím na jasné zmatky další čtenáři mohou mít .	[0, 0, 0]	NOT
5269	<sen_neg> Master sockers You'd think these people would run out of socks.	Pánové cukroví Myslíte si , že těm lidem dojdou ponožky .	[1, 0, 0]	ERR
5886	<sen_neg> Judging by what I've just read in an article, the massacre deserves to be covered in a lot more detail.	Podle toho , co jsem právě četl v článku , ta masakra si zaslouží být pokryta mnohem podrobněji .	[0, 0, 0]	NOT
2047	<sen_neg> THATS WHY HE HAS NO TIME TO CARE ABOUT IRAQ AND ALL THE OTHER PROBLEMS	Proto nemá čas se postarat o Irák a všechny ostatní problémy	[0, 0, 0]	NOT
6110	<sen_neg> You better shut up telling me stop vandalizing Wikipedia and I will come over to your location and hit you if you tell this to me again!	Radši zavři hubu a řekni mi , ať přestanu zničit Wikipedii a já přijdu na tvé místo a udeřím tě , jestli mi to řekneš znovu !	[0, 0, 1]	ERR
7715	<sen_neg> BTW, why would you come here to talk about me, but tag in others, including non-admins?	Mimochodem , proč bys sem přišel mluvit o mně , ale přihlašovat ostatní , včetně non - adminů ?	[0, 0, 1]	ERR
6706	<sen_neu> this also applys to varna status as it coccludes that jatts were kshatryas ( )	toto se vztahuje také na varna status , protože coccludes , že jatts byly kshatryas ( )	[2, 1, 1]	ERR
5202	<sen_neu> By the way, isn't Rogvolod (Ragnvald) a Scandinavian name? If so, how could he be a tribal chief of the Krivichs?	Mimochodem , není Rogvolod ( Ragnvald ) skandinávské jméno ? Pokud ano , jak by mohl být kmenovým náčelníkem Krivichů ?	[0, 1, 0]	ERR
5766	<sen_neg> Wikipedia does not make any claims to be the 'truth'. It merely reports what other sources have already published.	"Wikipedia nepředkládá žádné tvrzení , že by byla "" pravdou "" . Pouze hlásí , co ostatní zdroje již zveřejňovaly ."	[0, 0, 0]	NOT
464	<sen_neg> at work will address this in a few hours. Thanks Can I at least have the article back so I can dispute it?	v práci se na to za několik hodin . Díky Můžu mít alespoň článek zpět , abych ho mohl zpochybnit ?	[0, 0, 0]	NOT
8927	<sen_neu> Ahh Ahh Correction, heres what I meant to put. [URL]	Ahh Ahh Oprava , tady je to , co jsem chtěl dát . [ URL ]	[0, 0, 0]	NOT
8169	<sen_neu> Tiger Sharks are damn weak! Great Whites are a whole lot better!	Tygří žraloci jsou zatraceně slabí ! Velmi bílí jsou mnohem lepší !	[1, 1, 0]	ERR
309	<sen_neg> But the time and date are 2 completely different things.I just don't like the time on there. I guess you can say that I'm weird but that's me.	Ale čas a datum jsou dvě naprosto odlišné věci . Já prostě nemám rád čas tam . Myslím , že můžete říct , že jsem divný , ale to jsem já .	[0, 0, 0]	NOT
5221	<sen_neg> i think you may have blocked can you please assist in remove the block on this User thank you	Myslím , že jste mohli zablokovat můžete prosím pomoci v odstranění bloku na tomto uživateli děkuji	[0, 0, 0]	NOT
5917	<sen_neu> Please see the curlingbox talkpage for a Lengthy explanation of usage	Prodlouhé vysvětlení použití viz talkpage curlingbox	[0, 0, 1]	ERR
2826	<sen_neg> Ooooo I'm so scared! No don't block me from Wikipedia... what will I ever do with my life?!	Ne , neblokujte mě z Wikipedie . . . co budu dělat s mým životem ? !	[0, 1, 1]	ERR
4296	<sen_neg> Heidegger I am not very familiar with X-files; is there any connection between this episode and the Sein und Zeit of Martin Heidegger?	Heidegger Nejsem moc obeznáván s X soubory ; existuje nějaká souvislost mezi tímto dílem a Sein und Zeit Martina Heideggera ?	[1, 1, 1]	ERR
6506	<sen_neg> more accusation and also ask me to repeat sexual material that vandal post to my web page	další obvinění a také mě požádat , abych opakoval sexuální materiál , že vandal post na mé webové stránce	[0, 0, 1]	ERR
1031	<sen_neu> The first sentence in the article needs to be cleaned up. tildetildetildetilde	První věta v článku musí být vyčištěna . tildetildetildetildetilde	[0, 0, 0]	NOT
5706	<sen_neg> A rationale was added in the last few days so this problem should be solved.	V posledních dnech byl přidán důvod , aby byl tento problém vyřešen .	[0, 0, 0]	NOT
3725	<sen_neg> Note that Orbital_eccentricity clearly includes the h that this person is referring to. It links to Specific_relative_angular_momentum.	Všimněte si , že Orbital_eccentricity jasně zahrnuje h , na který se tato osoba odkazuje . Odkazuje na Specific_relative_angular_momentum .	[0, 0, 2]	NOT
1395	<sen_neu> Please support your edits with WP:reliable sources.	Prosím , podpořte své úpravy pomocí WP : spolehlivých zdrojů .	[0, 0, 0]	NOT
2982	<sen_pos> Thanks, Im an expert in string instruments, any help on bagpipes is acceptable!	Díky , Jsem expert na strunové nástroje , jakákoliv pomoc na bagpipes je přijatelná !	[0, 1, 1]	ERR
4511	<sen_neg> I agree they should be merged (don't just delete one).	Souhlasím , že by měly být sloučeny ( nevymazat jen jednu ) .	[0, 0, 0]	NOT
2129	<sen_neg> Pasting a discussion about above mentioned user isn't harassment. I wanted her to be aware of discussion	Vložit diskuzi o výše uvedeném uživateli není obtěžování . Chtěl jsem , aby si byla vědoma diskuze .	[0, 0, 0]	NOT
9208	<sen_neu> I'm not aware of any article that viewed the book in a positive light, it is widly regarded as an anglophobic and racist book.	Nejsem si vědom žádného článku , který viděl knihu v pozitivním světle , je lhostejně považován za anglofobní a rasistickou knihu .	[0, 1, 0]	ERR
3377	<sen_neu> Yeah you wish. The only reason Sir Alec never came out was because of his Catholicism.	Jediný důvod , proč Sir Alec nikdy nepřišel ven , byl jeho katolicismus .	[0, 1, 1]	ERR
2023	<sen_neg> They tweeted as late as yesterday that the March 31 return date is not definite.	Už včera tweetovali , že datum návratu z 31 . března není definitivní .	[0, 0, 0]	NOT
1579	<sen_neg> Okay, well then if I put in the year he promoted from Oak will that be a reliable fact ?	Dobře , tak když dám do roku , kdy byl povýšen z Oaku , bude to spolehlivý fakt ?	[0, 0, 1]	ERR
7658	<sen_neg> No actually im in a state of rage and putting him in people wikipedia since you wont unblock his.	Ne , vlastně jsem v stavu vzteku a dát ho do lidí wikipedia , protože nebudete odblokovat jeho .	[0, 0, 0]	NOT
5783	<sen_pos> Welcome to the site of chimpo14 you are allowed to send messages but not delete them thank you very much ...good bye	Vítejte na stránkách chimpo14 můžete poslat zprávy , ale ne smazat je děkuji moc . . . dobré sbohem	[0, 0, 0]	NOT
